356.336, 3.296
359.903, 3.281
364.161, 3.191
367.901, 2.944
372.008, 2.703
375.892, 2.534
379.706, 2.433
383.694, 2.312
386.193, 2.088
389.739, 2.136
393.762, 2.096
398.124, 2.015
401.615, 1.953
405.935, 2.098
409.546, 2.018
413.733, 2.004
417.637, 1.903
421.569, 1.908
425.720, 2.079
429.340, 2.034
433.465, 2.104
437.427, 2.152
441.708, 2.364
445.733, 2.472
449.810, 2.566
453.865, 2.680
457.498, 2.836
461.796, 2.914
465.665, 3.097
469.898, 3.195
474.010, 3.253
477.857, 3.157
481.837, 3.181
484.153, 3.091
487.493, 3.084
491.519, 3.197
495.487, 3.169
498.706, 3.160
