-121.378, 3.202
-117.410, 3.176
-113.539, 2.914
-109.667, 2.654
-105.798, 2.390
-101.915, 2.156
-98.044, 1.896
-94.190, 1.593
-90.324, 1.320
-86.445, 1.077
-82.528, 0.925
-78.585, 0.838
-74.616, 0.811
-70.699, 0.662
-66.751, 0.584
-62.792, 0.534
-58.780, 0.611
-54.762, 0.703
-50.722, 0.848
-46.664, 1.034
-42.609, 1.216
-38.525, 1.465
-34.453, 1.686
-30.364, 1.948
-26.249, 2.273
-22.170, 2.511
-18.112, 2.697
-14.083, 2.816
-10.029, 2.994
-5.976, 3.169
-1.964, 3.247
2.028, 3.275
5.997, 3.249
9.980, 3.256
13.987, 3.321
17.963, 3.312
21.930, 3.282
25.916, 3.297
29.145, 3.313
