-23.651, -243.704
-22.346, -160.741
-21.836, -95.556
-21.239, -62.222
-20.805, -41.481
-20.304, -59.259
-19.979, -74.074
-19.588, -87.407
-19.074, -100.741
-18.493, -112.593
-18.029, -122.222
-17.458, -137.037
-16.767, -153.333
-16.369, -164.444
-15.576, -167.407
-15.130, -162.963
-14.547, -174.074
-13.829, -181.481
-13.484, -189.630
-13.128, -194.074
-12.657, -201.481
-12.257, -191.852
-11.946, -211.111
-11.475, -198.519
-11.075, -208.889
-10.828, -208.889
-10.492, -220.000
-10.007, -202.963
-9.666, -212.593
-8.848, -207.407
-8.214, -222.222
-7.433, -208.889
-6.456, -212.593
-6.136, -208.889
-5.021, -207.407
-4.129, -218.519
-3.457, -220.741
-2.794, -225.926
-1.991, -225.926
-1.408, -217.037
-0.706, -229.630
0.267, -234.074
1.027, -228.148
1.932, -234.815
2.625, -230.370
3.409, -236.296
4.147, -237.037
4.893, -235.556
