-11.213, 0.593
-11.121, 0.531
-11.000, 0.461
-10.879, 0.408
-10.744, 0.371
-10.613, 0.361
-10.462, 0.350
-10.320, 0.336
-10.180, 0.337
-10.049, 0.346
-9.899, 0.353
-9.762, 0.359
-9.615, 0.367
-9.475, 0.369
-9.328, 0.378
-9.196, 0.387
-9.045, 0.403
-8.902, 0.413
-8.756, 0.430
-8.618, 0.444
-8.479, 0.459
-8.332, 0.472
-8.198, 0.487
-8.042, 0.507
-7.908, 0.521
-7.766, 0.537
-7.622, 0.555
-7.483, 0.561
-7.346, 0.568
-7.191, 0.572
-7.055, 0.574
-6.916, 0.581
-6.772, 0.590
-6.631, 0.590
-6.484, 0.586
-6.341, 0.587
-6.206, 0.582
-6.065, 0.597
