401.074, 36.395
410.632, 34.664
416.651, 29.272
423.228, 25.159
427.645, 18.378
434.718, 12.871
443.202, 9.079
452.007, 6.780
462.627, 5.918
472.568, 4.742
482.508, 6.814
492.448, 6.696
502.197, 10.214
511.946, 12.641
521.887, 14.620
531.827, 16.490
541.767, 17.377
551.707, 18.219
561.648, 22.230
571.588, 24.073
581.528, 25.494
591.468, 25.780
601.409, 25.811
611.349, 26.785
621.289, 29.020
631.229, 30.739
641.170, 30.830
651.757, 31.318
661.050, 33.680
670.990, 34.175
680.930, 34.275
690.871, 34.610
697.752, 34.582
