42.637, -68.894
49.691, -71.986
56.416, -77.500
59.196, -80.323
64.444, -86.718
70.106, -91.457
79.546, -94.338
89.486, -97.369
99.426, -98.579
109.366, -98.184
119.551, -96.742
127.718, -92.722
138.088, -89.892
149.166, -87.665
159.124, -86.934
168.890, -86.314
176.463, -83.774
185.329, -80.134
195.770, -79.486
205.789, -78.782
215.915, -78.334
226.310, -77.889
236.755, -76.078
246.355, -75.016
255.949, -73.785
266.346, -73.282
276.439, -72.973
286.838, -70.420
297.330, -70.282
308.840, -69.394
316.582, -69.223
