0.415, 100.156
1.215, 100.127
2.772, 99.549
3.119, 99.099
3.403, 98.597
3.673, 98.142
4.061, 97.726
4.572, 97.201
4.998, 96.829
5.704, 96.494
6.355, 96.095
7.064, 95.691
7.361, 95.334
7.717, 94.853
8.194, 94.472
8.715, 93.979
9.464, 93.548
10.202, 93.143
10.993, 92.879
11.791, 92.626
12.617, 92.549
13.355, 92.663
14.195, 92.944
14.997, 93.167
15.799, 93.401
16.601, 93.672
17.470, 93.873
18.085, 94.186
18.832, 94.617
19.635, 94.971
20.438, 95.303
21.240, 95.637
22.043, 95.993
22.845, 96.272
23.647, 96.560
24.450, 96.838
25.251, 97.075
26.053, 97.239
26.855, 97.410
27.679, 97.542
28.443, 97.794
29.260, 98.117
30.062, 98.343
30.864, 98.529
31.665, 98.665
32.466, 98.758
33.267, 98.866
34.069, 98.979
34.870, 99.048
35.670, 99.110
36.472, 99.239
37.273, 99.347
38.074, 99.474
38.875, 99.531
39.676, 99.589
40.135, 99.641
2.249, 99.910
