-11.119, 2.738
-10.970, 2.708
-10.832, 2.653
-10.727, 2.596
-10.647, 2.540
-10.536, 2.475
-10.405, 2.438
-10.277, 2.378
-10.132, 2.328
-10.005, 2.308
-9.870, 2.303
-9.728, 2.314
-9.585, 2.324
-9.443, 2.331
-9.307, 2.361
-9.160, 2.376
-9.019, 2.414
-8.878, 2.440
-8.736, 2.466
-8.597, 2.491
-8.453, 2.521
-8.312, 2.558
-8.171, 2.589
-8.030, 2.617
-7.889, 2.651
-7.747, 2.674
-7.603, 2.693
-7.467, 2.692
-7.320, 2.694
-7.178, 2.706
-7.035, 2.710
-6.893, 2.713
-6.750, 2.719
-6.608, 2.718
-6.465, 2.717
-6.322, 2.717
-6.226, 2.717
