-11.827, 95.893
-10.911, 86.131
-8.972, 100.177
-8.054, 96.010
-5.837, 114.261
-5.016, 98.902
-3.816, 107.331
-2.719, 90.581
0.561, 219.355
1.633, 149.458
2.653, 166.273
4.394, 149.544
5.676, 135.598
6.693, 146.818
8.630, 156.668
9.650, 173.483
10.757, 177.714
11.683, 191.728
12.593, 169.379
13.702, 177.805
14.631, 198.813
15.372, 207.228
16.488, 233.836
17.304, 207.288
18.693, 225.513
19.434, 236.725
20.445, 232.560
21.553, 240.986
22.483, 261.994
23.492, 255.032
24.516, 280.239
25.613, 266.287
26.608, 228.556
27.637, 264.952
28.552, 252.393
29.479, 266.407
30.682, 281.829
31.420, 286.048
32.432, 284.681
33.441, 277.719
34.539, 263.767
35.752, 300.169
36.561, 259.634
37.592, 298.827
38.787, 297.466
39.608, 282.107
40.346, 284.927
41.372, 314.329
42.369, 280.794
43.383, 285.021
44.589, 306.038
