-148.332, 2.657
-144.873, 2.547
-141.417, 2.427
-137.942, 2.366
-134.487, 2.244
-131.021, 2.155
-127.573, 2.012
-124.068, 2.039
-120.607, 1.935
-117.141, 1.847
-118.739, -1.932
-113.648, 1.837
-110.149, 1.849
-106.666, 1.808
-103.153, 1.861
-99.678, 1.800
-96.163, 1.857
-92.647, 1.919
-89.169, 1.866
-85.676, 1.858
-82.188, 1.835
-78.683, 1.862
-75.184, 1.872
-71.662, 1.951
-68.153, 1.992
-64.643, 2.032
-61.126, 2.096
-57.618, 2.134
-54.320, 2.218
-51.019, 2.309
-47.509, 2.354
-43.987, 2.433
-40.463, 2.516
-36.943, 2.591
-33.438, 2.617
-29.915, 2.700
-26.440, 2.637
-22.919, 2.712
-19.394, 2.800
-15.925, 2.719
-12.429, 2.722
-8.918, 2.766
-6.602, 2.779
