0.333, 99.970
1.207, 99.901
2.099, 99.924
3.166, 99.518
3.548, 99.131
4.116, 98.873
4.637, 98.630
5.114, 98.256
5.804, 97.994
6.572, 97.741
7.243, 97.402
7.949, 97.113
8.656, 96.939
9.422, 96.602
9.344, 96.996
10.203, 96.283
11.001, 96.190
11.749, 95.894
12.640, 95.675
13.543, 95.719
14.388, 95.973
15.349, 96.155
16.246, 96.359
17.063, 96.600
17.904, 96.836
18.856, 96.984
19.749, 97.161
20.614, 97.342
21.434, 97.503
22.301, 97.650
23.198, 97.806
24.093, 97.893
25.027, 98.049
25.843, 98.176
26.730, 98.290
27.679, 98.434
28.569, 98.532
29.460, 98.683
30.351, 98.755
31.243, 98.812
32.133, 98.962
33.044, 99.076
33.964, 99.171
34.761, 99.279
35.698, 99.336
36.539, 99.400
37.514, 99.375
38.302, 99.407
39.263, 99.491
40.008, 99.541
