127.349, 3.851
131.310, 3.804
135.271, 3.758
139.177, 3.581
143.053, 3.332
146.892, 2.994
149.983, 2.452
153.177, 2.160
157.090, 2.000
160.951, 1.714
164.796, 1.389
168.695, 1.196
172.585, 0.980
176.472, 0.756
180.382, 0.590
184.345, 0.550
188.325, 0.550
192.316, 0.576
196.375, 0.766
200.381, 0.828
204.358, 0.821
208.353, 0.858
212.333, 0.858
216.376, 1.010
220.491, 1.335
224.542, 1.506
228.620, 1.740
232.745, 2.089
236.801, 2.270
240.887, 2.526
244.961, 2.751
249.009, 2.916
253.076, 3.124
257.155, 3.362
261.272, 3.691
265.272, 3.739
269.251, 3.739
273.231, 3.739
277.251, 3.834
281.267, 3.921
284.688, 3.945
